latitude,longitude,coords
43.66697,-79.36869,POINT (-79.36869 43.66697)
43.64768,-79.37398,POINT (-79.37398 43.64768)
43.78112975,-79.34491213,POINT (-79.3449121323162 43.78112974504088)
43.64956,-79.45328,POINT (-79.45328 43.64956)
43.75584105,-79.31037589,POINT (-79.3103758866786 43.75584104853942)
43.67243802,-79.50097325,POINT (-79.50097325065504 43.672438020975925)
43.69406,-79.28723,POINT (-79.28723 43.69406)
43.66475921,-79.32369442,POINT (-79.32369442284379 43.66475920696386)
43.64946,-79.36794,POINT (-79.36794 43.64946)
43.66591406,-79.38609051,POINT (-79.38609051040521 43.66591405780754)
43.77991,-79.41589,POINT (-79.41589 43.77991)
43.69098,-79.32162,POINT (-79.32162 43.69098)
43.64221,-79.40102,POINT (-79.40102 43.64221)
43.65383712,-79.42084135,POINT (-79.42084135255536 43.65383711512492)
43.64042,-79.39895,POINT (-79.39895 43.64042)
43.69688,-79.447731,POINT (-79.447731 43.69688)
43.63919,-79.41539,POINT (-79.41539 43.63919)
43.65775,-79.42634,POINT (-79.42634 43.65775)
43.72064,-79.33667,POINT (-79.33667 43.72064)
43.64162,-79.38105,POINT (-79.38105 43.64162)
43.64908,-79.4253,POINT (-79.4253 43.64908)
43.65859069,-79.4529816,POINT (-79.45298160174937 43.65859069115932)
43.67171,-79.38406,POINT (-79.38406 43.67171)
43.67347,-79.3534,POINT (-79.3534 43.67347)
43.67721,-79.32983,POINT (-79.32983 43.67721)
43.6615761,-79.38673644,POINT (-79.38673644101819 43.66157610115899)
43.6404039,-79.3973086,POINT (-79.3973086 43.6404039)
43.63507,-79.42725,POINT (-79.42725 43.63507)
43.74159,-79.44936,POINT (-79.44936 43.74159)
43.6809,-79.30485,POINT (-79.30485 43.6809)
43.64846,-79.39708,POINT (-79.39708 43.64846)
43.68508,-79.28942,POINT (-79.28942 43.68508)
43.7325665,-79.2755301,POINT (-79.2755301 43.7325665)
43.65207037,-79.35495061,POINT (-79.35495061195759 43.65207037383126)
43.66202,-79.4789,POINT (-79.4789 43.66202)
43.63718,-79.41781,POINT (-79.41781 43.63718)
43.65710838,-79.37568997,POINT (-79.37568997277016 43.65710838258573)
43.67080295,-79.43386402,POINT (-79.43386402141418 43.67080294652537)
43.65309,-79.37827,POINT (-79.37827 43.65309)
43.77523,-79.22903,POINT (-79.22903 43.77523)
43.74366832,-79.32698724,POINT (-79.32698723817686 43.74366832499688)
43.6441277,-79.3894058,POINT (-79.38940579999999 43.6441277)
43.7357347,-79.4807028,POINT (-79.4807028 43.73573469999999)
43.79839816,-79.39707135,POINT (-79.39707134758045 43.79839815942845)
43.76847131,-79.40271948,POINT (-79.4027194812856 43.76847131346619)
43.67069,-79.38708,POINT (-79.38708 43.67069)
43.64239805,-79.37968069,POINT (-79.37968069286448 43.64239804894801)
43.78998,-79.41447,POINT (-79.41447 43.78998)
43.77478,-79.43052,POINT (-79.43052 43.77478)
43.67705,-79.33772,POINT (-79.33772 43.67705)
43.6361,-79.44249,POINT (-79.44249 43.6361)
43.81494,-79.33264,POINT (-79.33264 43.81494)
43.66601,-79.33224,POINT (-79.33224 43.66601)
43.7068,-79.46608,POINT (-79.46608 43.7068)
43.64320818,-79.37195282,POINT (-79.37195282314875 43.64320817962738)
43.78979,-79.38734,POINT (-79.38734 43.78979)
43.64803049,-79.41096654,POINT (-79.41096653773023 43.64803049391645)
43.64145,-79.38161,POINT (-79.38161 43.64145)
43.67229,-79.46277,POINT (-79.46277 43.67229)
43.65644,-79.46985,POINT (-79.46985 43.65644)
43.80063926,-79.37822989,POINT (-79.37822989110812 43.800639262080175)
43.73724,-79.24321,POINT (-79.24321 43.73724)
43.64046093,-79.38115697,POINT (-79.38115697354078 43.64046092917877)
43.65595,-79.35878,POINT (-79.35878 43.65595)
43.73417687,-79.47588935,POINT (-79.47588935442553 43.73417687137579)
43.68537,-79.32353,POINT (-79.32353 43.68537)
43.67341,-79.35185,POINT (-79.35185 43.67341)
43.64637,-79.39373,POINT (-79.39373 43.64637)
43.64067624,-79.38302212,POINT (-79.38302211545975 43.64067623691015)
43.72694,-79.3985,POINT (-79.3985 43.72694)
43.64007,-79.41504,POINT (-79.41504 43.64007)
43.67118936,-79.39362246,POINT (-79.39362245933549 43.67118936270512)
43.64494,-79.42215,POINT (-79.42215 43.64494)
43.75506378,-79.27816727,POINT (-79.27816727283887 43.755063775730285)
43.77031217,-79.16202555,POINT (-79.16202554528668 43.770312172118)
43.77988,-79.38423,POINT (-79.38423 43.77988)
43.66022,-79.37512,POINT (-79.37512 43.66022)
43.6440041,-79.53737664,POINT (-79.53737663844704 43.64400409910766)
43.6585317,-79.45559823,POINT (-79.45559822953298 43.6585316988555)
43.65101273,-79.41138835,POINT (-79.41138834950999 43.65101273090295)
43.66608,-79.38157,POINT (-79.38157 43.66608)
43.66797586,-79.38454272,POINT (-79.38454272048878 43.66797586379519)
43.69613536,-79.45514531,POINT (-79.45514531150427 43.69613535797778)
43.76784,-79.49828,POINT (-79.49828 43.76784)
43.6715929,-79.3908687,POINT (-79.3908687 43.6715929)
43.6573763,-79.3741082,POINT (-79.3741082 43.6573763)
43.77995588,-79.35588036,POINT (-79.35588036256561 43.77995588169604)
43.64391,-79.38029,POINT (-79.38029 43.64391)
43.7980528,-79.3788762,POINT (-79.3788762 43.7980528)
43.7345918,-79.47721579,POINT (-79.47721578533856 43.73459179798895)
43.74698741,-79.49295872,POINT (-79.49295872047686 43.74698740558394)
43.65499797,-79.44582592,POINT (-79.44582592051381 43.65499797475493)
43.71879684,-79.48235689,POINT (-79.4823568862061 43.718796836703895)
43.71404,-79.50273,POINT (-79.50273 43.71404)
43.65787,-79.3851,POINT (-79.3851 43.65787)
43.59335974,-79.53310764,POINT (-79.53310763649738 43.59335973744685)
43.7382,-79.27347,POINT (-79.27347 43.7382)
43.66811,-79.48222,POINT (-79.48222 43.66811)
43.6480118,-79.39208384,POINT (-79.39208384412649 43.64801179972735)
43.73025,-79.57633,POINT (-79.57633 43.73025)
43.68473109,-79.32537415,POINT (-79.32537414997304 43.68473109186876)
43.64715,-79.39294,POINT (-79.39294 43.64715)
43.70994,-79.39741,POINT (-79.39741 43.70994)
43.66012,-79.42127,POINT (-79.42127 43.66012)
43.64494937,-79.40253872,POINT (-79.40253872165651 43.64494937234996)
43.66565,-79.43883,POINT (-79.43883 43.66565)
43.69671,-79.53738,POINT (-79.53738 43.69671)
43.75245,-79.58555,POINT (-79.58555 43.75245)
43.71827,-79.44994,POINT (-79.44994 43.71827)
43.65305,-79.45495,POINT (-79.45495 43.65305)
43.6880337,-79.45265049,POINT (-79.45265048746245 43.68803369525099)
43.63831,-79.39999,POINT (-79.39999 43.63831)
43.67899409,-79.30952634,POINT (-79.30952634298335 43.67899408526851)
43.77038,-79.30382,POINT (-79.30382 43.77038)
43.67032,-79.39443,POINT (-79.39443 43.67032)
43.63577,-79.40401,POINT (-79.40401 43.63577)
43.74924194,-79.40251804,POINT (-79.40251804029124 43.74924194424918)
43.64131621,-79.3951581,POINT (-79.39515810459852 43.64131620864329)
43.77426,-79.25699,POINT (-79.25699 43.77426)
43.77821704,-79.41960692,POINT (-79.41960692151947 43.77821703745168)
43.76717662,-79.50199049,POINT (-79.50199049114372 43.767176619823566)
43.65394362,-79.41112797,POINT (-79.41112797373327 43.65394362013724)
43.65829535,-79.40672753,POINT (-79.40672753236605 43.65829534606201)
43.80497,-79.35101,POINT (-79.35101 43.80497)
43.71929211,-79.39621224,POINT (-79.39621224205248 43.71929210858541)
43.65249,-79.37097,POINT (-79.37097 43.65249)
43.7760207,-79.3574225,POINT (-79.3574225 43.7760207)
43.64534028,-79.39118906,POINT (-79.3911890641622 43.64534027530963)
43.64166,-79.38243,POINT (-79.38243 43.64166)
43.6625574,-79.35789265,POINT (-79.3578926480367 43.662557404215256)
43.69317,-79.56338,POINT (-79.56338 43.69317)
43.72589,-79.58693,POINT (-79.58693 43.72589)
43.7724026,-79.4256194,POINT (-79.4256194 43.7724026)
43.64282,-79.38122,POINT (-79.38122 43.64282)
43.74068,-79.30304,POINT (-79.30304 43.74068)
43.6577,-79.44762,POINT (-79.44762 43.6577)
43.6793935,-79.3309721,POINT (-79.3309721 43.6793935)
43.64456,-79.40117,POINT (-79.40117 43.64456)
43.75242,-79.51224,POINT (-79.51224 43.75242)
43.68461,-79.35,POINT (-79.35 43.68461)
43.71785,-79.23474,POINT (-79.23474 43.71785)
43.73777,-79.59767,POINT (-79.59767 43.73777)
43.65014,-79.38877,POINT (-79.38877 43.65014)
43.61193351,-79.53819619,POINT (-79.53819619220724 43.61193350558851)
43.66395268,-79.38226316,POINT (-79.3822631624156 43.66395267978675)
43.66082599,-79.42665644,POINT (-79.42665644232788 43.660825986722365)
43.62885,-79.51231,POINT (-79.51231 43.62885)
43.72061656,-79.33613623,POINT (-79.33613623174047 43.72061655698398)
43.70584,-79.41894,POINT (-79.41894 43.70584)
43.74207,-79.5122,POINT (-79.5122 43.74207)
43.6441277,-79.3894058,POINT (-79.38940579999999 43.6441277)
43.72287,-79.4458,POINT (-79.4458 43.72287)
43.76419,-79.51082,POINT (-79.51082 43.76419)
43.644,-79.37986,POINT (-79.37986 43.644)
43.678459,-79.4980063,POINT (-79.4980063 43.678459)
43.6417442,-79.3819559,POINT (-79.3819559 43.6417442)
43.6442315,-79.4018613,POINT (-79.4018613 43.6442315)
43.6667,-79.40754,POINT (-79.40754 43.6667)
43.66888,-79.43762,POINT (-79.43762 43.66888)
43.73692702,-79.48148509,POINT (-79.48148509104237 43.73692701638225)
43.69174062,-79.32611597,POINT (-79.32611596543244 43.69174061561535)
43.6398431,-79.3979199,POINT (-79.39791989999999 43.6398431)
43.6636426,-79.3579069,POINT (-79.3579069 43.6636426)
43.64835,-79.42271,POINT (-79.42271 43.64835)
43.64155,-79.38146,POINT (-79.38146 43.64155)
43.65116763,-79.41351293,POINT (-79.41351292524892 43.65116762994193)
43.6445769,-79.38833164,POINT (-79.38833164176151 43.64457689917027)
43.76643,-79.43419,POINT (-79.43419 43.76643)
43.65467,-79.38009,POINT (-79.38009 43.65467)
43.7636681,-79.50359242,POINT (-79.50359242274543 43.76366810070151)
43.67481,-79.32268,POINT (-79.32268 43.67481)
43.65878,-79.36906,POINT (-79.36906 43.65878)
43.73440411,-79.4762412,POINT (-79.47624120055974 43.73440410601935)
43.6398,-79.45193,POINT (-79.45193 43.6398)
43.66868,-79.42866,POINT (-79.42866 43.66868)
43.66826,-79.38285,POINT (-79.38285 43.66826)
43.6546556,-79.4059252,POINT (-79.4059252 43.6546556)
43.67667329,-79.30680443,POINT (-79.30680442954564 43.67667328985331)
43.68993,-79.44171,POINT (-79.44171 43.68993)
43.6992859,-79.5616147,POINT (-79.56161469999999 43.6992859)
43.69473,-79.51861,POINT (-79.51861 43.69473)
43.77793,-79.44951,POINT (-79.44951 43.77793)
43.68783,-79.29985,POINT (-79.29985 43.68783)
43.67651,-79.30359,POINT (-79.30359 43.67651)
43.73689139,-79.48966574,POINT (-79.48966573654015 43.736891387281645)
43.71873022,-79.48886917,POINT (-79.48886916659701 43.71873021815062)
43.64004974,-79.52651291,POINT (-79.52651291363044 43.64004973981685)
43.64131268,-79.382815,POINT (-79.38281499671558 43.64131267605829)
43.6736397,-79.4354125,POINT (-79.4354125 43.6736397)
43.6417442,-79.3819559,POINT (-79.3819559 43.6417442)
43.62503,-79.48873,POINT (-79.48873 43.62503)
43.66851,-79.42475,POINT (-79.42475 43.66851)
43.79322822,-79.29993237,POINT (-79.29993236571738 43.7932282166651)
43.76833238,-79.25998728,POINT (-79.25998728405068 43.76833238202081)
43.70205,-79.24569,POINT (-79.24569 43.70205)
43.7850767,-79.3327593,POINT (-79.33275929999999 43.7850767)
43.67233,-79.44376,POINT (-79.44376 43.67233)
43.76653,-79.45709,POINT (-79.45709 43.76653)
43.78274117,-79.42279544,POINT (-79.42279543526992 43.78274116783794)
43.76687393,-79.50437739,POINT (-79.50437738947363 43.766873934808)
43.60549,-79.53825,POINT (-79.53825 43.60549)
43.7339,-79.39394,POINT (-79.39394 43.7339)
43.65563,-79.40292,POINT (-79.40292 43.65563)
43.66717606,-79.31689823,POINT (-79.31689822792801 43.66717605760515)
43.64261696,-79.38278347,POINT (-79.38278346740378 43.64261695908993)
43.67413244,-79.46919375,POINT (-79.46919374532816 43.674132438687536)
43.64067,-79.39883,POINT (-79.39883 43.64067)
43.65517521,-79.43077513,POINT (-79.43077513351847 43.655175213344414)
43.65302,-79.36943,POINT (-79.36943 43.65302)
43.62487,-79.48757,POINT (-79.48757 43.62487)
43.66143883,-79.34710922,POINT (-79.34710922014392 43.6614388266432)
43.65818,-79.37107,POINT (-79.37107 43.65818)
43.63958,-79.42143,POINT (-79.42143 43.63958)
43.60180424,-79.51873993,POINT (-79.51873993152051 43.601804239223874)
43.73627004,-79.22888126,POINT (-79.2288812622428 43.73627004164511)
43.70771,-79.24545,POINT (-79.24545 43.70771)
43.64079,-79.41164,POINT (-79.41164 43.64079)
43.65597,-79.42554,POINT (-79.42554 43.65597)
43.67032,-79.39443,POINT (-79.39443 43.67032)
43.66082857,-79.3866202,POINT (-79.38662020048884 43.6608285741416)
43.71882,-79.33757,POINT (-79.33757 43.71882)
43.65609,-79.40771,POINT (-79.40771 43.65609)
43.660652,-79.370071,POINT (-79.370071 43.660652)
43.66931,-79.47733,POINT (-79.47733 43.66931)
43.6396,-79.45237,POINT (-79.45237 43.6396)
43.67470227,-79.41192857,POINT (-79.41192857217808 43.67470226910565)
43.70507511,-79.38912853,POINT (-79.38912852675192 43.705075111270574)
43.74466557,-79.32702155,POINT (-79.32702154501318 43.74466557274067)
43.64088084,-79.38279553,POINT (-79.38279553227237 43.64088084339936)
43.66329,-79.34033,POINT (-79.34033 43.66329)
43.64919,-79.36193,POINT (-79.36193 43.64919)
43.70991,-79.28801,POINT (-79.28801 43.70991)
43.81327,-79.33245,POINT (-79.33245 43.81327)
43.74635,-79.30831,POINT (-79.30831 43.74635)
43.68477,-79.34854,POINT (-79.34854 43.68477)
43.63869,-79.38151,POINT (-79.38151 43.63869)
43.67192,-79.4294771,POINT (-79.4294771 43.67192)
43.67885094,-79.29337863,POINT (-79.29337862612098 43.678850944661846)
43.66498,-79.47546,POINT (-79.47546 43.66498)
43.66876,-79.37538,POINT (-79.37538 43.66876)
43.7607062,-79.3188423,POINT (-79.3188423 43.7607062)
43.67773197,-79.28896012,POINT (-79.2889601204835 43.6777319742202)
43.66048,-79.33368,POINT (-79.33368 43.66048)
43.65901,-79.36933,POINT (-79.36933 43.65901)
43.68268,-79.35324,POINT (-79.35324 43.68268)
43.73424,-79.31428,POINT (-79.31428 43.73424)
43.76451616,-79.37394686,POINT (-79.37394686043262 43.76451616188351)
43.65695,-79.37521,POINT (-79.37521 43.65695)
43.64468,-79.39274,POINT (-79.39274 43.64468)
43.66477658,-79.38198036,POINT (-79.38198035761195 43.66477658048044)
43.64724,-79.41037,POINT (-79.41037 43.64724)
43.70915616,-79.29544101,POINT (-79.2954410125416 43.7091561598977)
43.67087868,-79.44673751,POINT (-79.4467375112926 43.67087868435774)
43.6697,-79.37763,POINT (-79.37763 43.6697)
43.74427359,-79.35438817,POINT (-79.35438816562737 43.74427359371426)
43.73644006,-79.26442781,POINT (-79.26442780520863 43.73644005559415)
43.6417442,-79.3819559,POINT (-79.3819559 43.6417442)
43.7680628,-79.49881231,POINT (-79.4988123139977 43.76806279530767)
43.75381,-79.46319,POINT (-79.46319 43.75381)
43.68836388,-79.5460235,POINT (-79.54602349619526 43.68836387694649)
43.69318,-79.45003,POINT (-79.45003 43.69318)
43.80075264,-79.22929279,POINT (-79.22929278773266 43.80075264350649)
43.64893,-79.41827,POINT (-79.41827 43.64893)
43.63579,-79.4052,POINT (-79.4052 43.63579)
43.70565,-79.27675,POINT (-79.27675 43.70565)
43.67462,-79.43106,POINT (-79.43106 43.67462)
43.76052,-79.25347,POINT (-79.25347 43.76052)
43.66362017,-79.55091295,POINT (-79.55091295463058 43.663620171634015)
43.65803,-79.36828,POINT (-79.36828 43.65803)
43.6564134,-79.40233166,POINT (-79.40233165867183 43.65641339844793)
43.82206,-79.20261,POINT (-79.20261 43.82206)
43.63981,-79.43179,POINT (-79.43179 43.63981)
43.64506,-79.39115,POINT (-79.39115 43.64506)
43.65627,-79.45863,POINT (-79.45863 43.65627)
43.64284029,-79.40824583,POINT (-79.40824583491822 43.64284028813703)
43.64175,-79.57509,POINT (-79.57509 43.64175)
43.64746926,-79.44705835,POINT (-79.44705834705316 43.64746926299711)
43.74277293,-79.26318385,POINT (-79.26318385334943 43.74277293082961)
43.6476,-79.42538,POINT (-79.42538 43.6476)
43.74507,-79.35696,POINT (-79.35696 43.74507)
43.7735266,-79.329593,POINT (-79.329593 43.7735266)
43.66682171,-79.40506384,POINT (-79.40506383776665 43.66682170790156)
43.64321699,-79.38272405,POINT (-79.38272405233737 43.64321699179569)
43.65684847,-79.37595356,POINT (-79.37595355980226 43.65684847433117)
43.64416813,-79.53888472,POINT (-79.53888471820883 43.644168131914846)
43.65871813,-79.43184239,POINT (-79.43184238754047 43.658718127042846)
43.74917,-79.56911,POINT (-79.56911 43.74917)
43.78688,-79.40897,POINT (-79.40897 43.78688)
43.66284,-79.33906,POINT (-79.33906 43.66284)
43.76799,-79.50201,POINT (-79.50201 43.76799)
43.67169,-79.37795,POINT (-79.37795 43.67169)
43.62372483,-79.4826521,POINT (-79.48265209794044 43.62372483473228)
43.60048,-79.51037,POINT (-79.51037 43.60048)
43.6801294,-79.3469407,POINT (-79.3469407 43.6801294)
43.69273,-79.30518,POINT (-79.30518 43.69273)
43.6441366,-79.3819784,POINT (-79.3819784 43.6441366)
43.67754,-79.4116,POINT (-79.4116 43.67754)
43.76807,-79.5018,POINT (-79.5018 43.76807)
43.66755,-79.31366,POINT (-79.31366 43.66755)
43.64191511,-79.38253663,POINT (-79.38253662909548 43.64191511363578)
43.64169,-79.39921,POINT (-79.39921 43.64169)
43.68463,-79.40412,POINT (-79.40412 43.68463)
43.64981,-79.40995,POINT (-79.40995 43.64981)
43.6692,-79.42759,POINT (-79.42759 43.6692)
43.60584,-79.50753,POINT (-79.50753 43.60584)
43.674,-79.28468,POINT (-79.28468 43.674)
43.68141,-79.4212,POINT (-79.4212 43.68141)
43.64820782,-79.39188369,POINT (-79.39188368798031 43.648207817699685)
43.65752,-79.43799,POINT (-79.43799 43.65752)
43.6397827,-79.3979467,POINT (-79.39794669999999 43.6397827)
43.72427,-79.26327,POINT (-79.26327 43.72427)
43.77846532,-79.28009801,POINT (-79.28009800757772 43.77846531623058)
43.77475,-79.41686,POINT (-79.41686 43.77475)
43.64316058,-79.38915672,POINT (-79.3891567169934 43.64316057627158)
43.81321,-79.33353,POINT (-79.33353 43.81321)
43.66434,-79.42496,POINT (-79.42496 43.66434)
43.79478,-79.42699,POINT (-79.42699 43.79478)
43.723122,-79.393127,POINT (-79.393127 43.723122)
43.7780781,-79.3203817,POINT (-79.3203817 43.77807809999999)
43.696,-79.39085,POINT (-79.39085 43.696)
43.75981581,-79.4605177,POINT (-79.46051769818922 43.75981580884579)
43.62381,-79.50104,POINT (-79.50104 43.62381)
43.6425878,-79.38255257,POINT (-79.3825525678226 43.64258780386367)
43.74531,-79.32718,POINT (-79.32718 43.74531)
43.64342,-79.39693,POINT (-79.39693 43.64342)
43.64123735,-79.4142732,POINT (-79.41427320241928 43.64123735359932)
43.63956396,-79.57672853,POINT (-79.57672852828576 43.63956395958429)
43.82129,-79.20652,POINT (-79.20652 43.82129)
43.66948,-79.37831,POINT (-79.37831 43.66948)
43.65222029,-79.39158587,POINT (-79.39158586806984 43.65222028508228)
43.78442739,-79.35690515,POINT (-79.3569051495413 43.784427394632296)
43.64937,-79.44632,POINT (-79.44632 43.64937)
43.6450174,-79.3633565,POINT (-79.36335650000001 43.6450174)
43.63627,-79.47159,POINT (-79.47159 43.63627)
43.78131,-79.29019,POINT (-79.29019 43.78131)
43.72425,-79.53272,POINT (-79.53272 43.72425)
43.66383,-79.58599,POINT (-79.58599 43.66383)
43.64314,-79.38248,POINT (-79.38248 43.64314)
43.63717,-79.40143,POINT (-79.40143 43.63717)
43.65995,-79.48908,POINT (-79.48908 43.65995)
43.6497565,-79.4539259,POINT (-79.4539259 43.6497565)
43.6792,-79.56106,POINT (-79.56106 43.6792)
43.6647172,-79.3486459,POINT (-79.3486459 43.6647172)
43.69939,-79.39228,POINT (-79.39228 43.69939)
43.73903287,-79.44465332,POINT (-79.44465331678501 43.739032874979664)
43.70632,-79.2579,POINT (-79.2579 43.70632)
43.6999648,-79.299191,POINT (-79.299191 43.6999648)
43.81238625,-79.28147096,POINT (-79.28147096293347 43.81238624933628)
43.69994,-79.31635,POINT (-79.31635 43.69994)
43.64479,-79.39217,POINT (-79.39217 43.64479)
43.66545,-79.30479,POINT (-79.30479 43.66545)
43.6864,-79.31318,POINT (-79.31318 43.6864)
43.64368701,-79.41442781,POINT (-79.41442780573435 43.643687011324026)
43.64252,-79.39244,POINT (-79.39244 43.64252)
43.70617,-79.48999,POINT (-79.48999 43.70617)
43.77468503,-79.40710411,POINT (-79.40710411104935 43.77468503486472)
43.72285,-79.44438,POINT (-79.44438 43.72285)
43.594479,-79.50692,POINT (-79.50692 43.594479)
43.64235,-79.38284,POINT (-79.38284 43.64235)
43.64289,-79.38196,POINT (-79.38196 43.64289)
43.6635637,-79.32897073,POINT (-79.32897072909259 43.663563702959095)
43.7147515,-79.3045002,POINT (-79.30450019999999 43.7147515)
43.64542,-79.4527,POINT (-79.4527 43.64542)
43.62331089,-79.48122978,POINT (-79.4812297824952 43.62331088500688)
43.64785,-79.38622,POINT (-79.38622 43.64785)
43.66943,-79.38503,POINT (-79.38503 43.66943)
43.82237309,-79.30827923,POINT (-79.30827922636654 43.822373091614686)
43.6615249,-79.4503644,POINT (-79.4503644 43.6615249)
43.6587,-79.40296,POINT (-79.40296 43.6587)
43.64703814,-79.43600309,POINT (-79.43600308803143 43.647038138948425)
43.77108,-79.52241,POINT (-79.52241 43.77108)
43.75923,-79.44821,POINT (-79.44821 43.75923)
43.641541,-79.424072,POINT (-79.424072 43.641541)
43.64114,-79.43949,POINT (-79.43949 43.64114)
43.76124634,-79.41122526,POINT (-79.41122526414858 43.76124634127898)
43.6456237,-79.37585409,POINT (-79.37585409179216 43.645623704976245)
43.75938,-79.42439,POINT (-79.42439 43.75938)
43.74357901,-79.32726715,POINT (-79.32726714857516 43.74357901245601)
43.64378,-79.38843,POINT (-79.38843 43.64378)
43.72919,-79.25478,POINT (-79.25478 43.72919)
43.75391,-79.36159,POINT (-79.36159 43.75391)
43.65199,-79.43495,POINT (-79.43495 43.65199)
43.75555,-79.58811,POINT (-79.58811 43.75555)
43.7997761,-79.136564,POINT (-79.13656399999999 43.7997761)
43.6703938,-79.3943028,POINT (-79.39430279999999 43.6703938)
43.63609,-79.40485,POINT (-79.40485 43.63609)
43.64275,-79.38007,POINT (-79.38007 43.64275)
43.77057664,-79.40848186,POINT (-79.4084818562068 43.77057663678669)
43.71677,-79.36454,POINT (-79.36454 43.71677)
43.72432,-79.44671,POINT (-79.44671 43.72432)
43.68345,-79.31484,POINT (-79.31484 43.68345)
43.64756,-79.48026,POINT (-79.48026 43.64756)
43.61844,-79.50199,POINT (-79.50199 43.61844)
43.73801,-79.29638,POINT (-79.29638 43.73801)
43.68282,-79.28483,POINT (-79.28483 43.68282)
43.64997876,-79.36755375,POINT (-79.3675537498128 43.6499787649456)
43.69879,-79.44057,POINT (-79.44057 43.69879)
43.75887032,-79.44994941,POINT (-79.44994941407923 43.75887032282249)
43.67268,-79.38864,POINT (-79.38864 43.67268)
43.79944,-79.3508,POINT (-79.3508 43.79944)
43.67045,-79.30669,POINT (-79.30669 43.67045)